round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0637065637065637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
2,0.3269230769230769,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084840923268871,0.9657228017883756,0.0,0.0,0.21155347384855583,0.0
3,0.10810810810810811,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035928143712575,1.0,0.0,0.0,0.15151515151515152,0.0
4,0.0,0.0,0.4025157232704403,0.6153846153846154,0.19376391982182628,0.7909090909090909,0.0,0.0,0.24154589371980675,0.22522522522522523,0.03513909224011713,0.01788375558867362,0.0,0.0,0.23562895530108646,0.0
5,0.24770642201834864,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8462055070517126,0.9388971684053651,0.0,0.0,0.25101128379816906,0.0
6,0.3130434782608696,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.2014388489208633,0.12612612612612611,0.819693094629156,0.9552906110283159,0.0,0.0,0.23241018322985535,0.0
7,0.2619047619047619,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8219346888478127,0.9940387481371088,0.0,0.0,0.18962458306720603,0.0
8,0.37142857142857144,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.38114754098360654,0.8378378378378378,0.756155679110405,0.7093889716840537,0.13333333333333333,0.07142857142857142,0.2875135392699796,0.0
9,0.05714285714285714,0.030303030303030304,0.4166666666666667,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.8329177057356608,0.9955290611028316,0.0,0.0,0.21522876031072752,0.0
10,0.058823529411764705,0.030303030303030304,0.25,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.8118572292800968,1.0,0.0,0.0,0.17191142191142192,0.0
11,0.3119266055045872,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.02702702702702703,0.835633626097867,0.992548435171386,0.13333333333333333,0.07142857142857142,0.2294507926826428,0.0
12,0.23255813953488372,0.15151515151515152,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.8300248138957816,0.9970193740685543,0.0,0.0,0.2300104267317382,0.0
13,0.2857142857142857,0.21212121212121213,0.273972602739726,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.8197923029932804,1.0,0.0,0.0,0.20063270063270064,0.0
14,0.0,0.0,0.48951048951048953,0.6730769230769231,0.03571428571428571,0.01818181818181818,0.0,0.0,0.0,0.0,0.8425047438330171,0.992548435171386,0.0,0.0,0.24054388234716104,0.0
15,0.3595505617977528,0.48484848484848486,0.037037037037037035,0.019230769230769232,0.0,0.0,0.0,0.0,0.23880597014925373,0.14414414414414414,0.8334380892520428,0.9880774962742176,0.25,0.14285714285714285,0.25416543390782265,0.0
