seed,stem,momentum_used,momentum_from_json,amp_source,a_eff_mean,max_amp_overall,max_amp_early,straggler_share_mean,straggler_share_early_mean,max_contribution_share_mean,collapse_round,best_macro_f1,final_macro_f1
42,fednova_mu0.0_E20_sh-random_stragglers_tauclip320_s42,0.9,True,logged,5001.034869892013,1.8527742840159396,1.8336211331158505,0.17308625854299536,0.13317287174347356,0.2749293546755299,7.0,0.4950520758209855,0.4950520758209855
123,fednova_mu0.0_E20_sh-random_stragglers_tauclip320_s123,0.9,True,logged,5025.599866799867,1.8897877501460416,1.7917007200424746,0.1703718509281022,0.09705702314364936,0.27085907494889594,,0.4863682533928121,0.4140694088102618
31337,fednova_mu0.0_E20_sh-random_stragglers_tauclip320_s31337,0.9,True,logged,5055.880234051663,1.8947139218154372,1.7308626146476398,0.1654713463019102,0.0982630640913382,0.2815196299638121,5.0,0.4504268721558802,0.4643723886402746
271828,fednova_mu0.0_E20_sh-random_stragglers_tauclip320_s271828,0.9,True,logged,4998.207925407927,1.906330692734,1.8021220855396327,0.18151352778421856,0.12971766899819223,0.2810811012468918,6.0,0.48374940271308214,0.4103706902129226
8675309,fednova_mu0.0_E20_sh-random_stragglers_tauclip320_s8675309,0.9,True,logged,5048.053108795967,1.8468811849611113,1.70115644575911,0.1732301052848562,0.10736682833414071,0.2721714320342512,,0.4750062152932172,0.2907447338806852
