algorithm,loss_type,seed,macro_f1,balanced_accuracy,rare_avg_f1,f1_actinic,f1_basal,f1_benign_kerat,f1_dermato,f1_melanoma,f1_mel_nevi,f1_vascular,file,condition
fedprox,ce,42,0.5046268595180641,0.5293666796124371,0.36381968497531775,0.4858757062146893,0.541871921182266,0.542528735632184,0.14285714285714285,0.3912248628884826,0.870652598671356,0.5573770491803278,test_at_best_fedprox_mu0.01_E20_s42.json,fedprox_ce
fedprox,class_weighted_ce,123,0.5304045917978842,0.5389961737631477,0.3912495815936438,0.5308641975308642,0.5345622119815668,0.5843621399176955,0.23529411764705882,0.29559748427672955,0.8892948483741323,0.6428571428571429,test_at_best_fedprox_mu0.01_E20_s123.json,fedprox_class_weighted_ce
fedprox,ce,456,0.48895957211277447,0.4897610984574491,0.30537102365571694,0.5419354838709678,0.5314009661835749,0.5513307984790875,0.07692307692307693,0.273972602739726,0.8819366852886406,0.5652173913043478,test_at_best_fedprox_mu0.01_E20_s456.json,fedprox_ce
fedavg,class_weighted_ce,42,0.516321272857965,0.5100475160015046,0.37492895709008245,0.4942528735632184,0.5641025641025641,0.5520169851380042,0.23529411764705882,0.18115942028985507,0.8790896159317212,0.7083333333333334,test_at_best_fedavg_mu0.0_E20_s42.json,fedavg_class_weighted_ce
fedavg,class_weighted_ce,456,0.5238969338365614,0.553573472695925,0.39382592578414105,0.5064935064935064,0.5596330275229358,0.5483870967741935,0.2702702702702703,0.254957507082153,0.8712871287128713,0.65625,test_at_best_fedavg_mu0.0_E20_s456.json,fedavg_class_weighted_ce
fedavg,ce,123,0.5151029900876055,0.5241397582379735,0.37063879210220674,0.5207100591715976,0.5370370370370371,0.5593869731800766,0.16,0.3804878048780488,0.8766704849179076,0.5714285714285714,test_at_best_fedavg_mu0.0_E20_s123.json,fedavg_ce
