round,client_id,update_norm,n_samples,local_epochs
1,3,3.868228053313502,1094,20
1,2,3.915096345114673,1095,20
1,6,2.0727493921498668,673,20
1,1,3.642666986641414,963,20
2,5,4.089740193650486,1108,20
2,1,3.349586142537249,963,20
2,6,0.23654254336222,673,20
2,3,3.0952437580169745,1094,20
3,4,3.713578322580832,1110,20
3,5,3.6002953295382345,1108,20
3,2,3.587309968715391,1095,20
3,1,3.2285662003166617,963,20
4,0,3.659779641077106,964,20
4,4,4.012465330950544,1110,20
4,2,4.230469603838236,1095,20
4,6,0.47065195976998386,673,20
5,3,4.2241987808349775,1094,20
5,4,4.47920307241364,1110,20
5,1,3.6482191683122207,963,20
5,6,0.3605941161003936,673,20
6,0,3.928044019393061,964,20
6,4,4.551126043338631,1110,20
6,6,0.2961913371470753,673,20
6,3,4.529852772396002,1094,20
7,4,4.145467267018561,1110,20
7,5,4.461863931159619,1108,20
7,6,0.4106998712534363,673,20
7,3,4.414135582908847,1094,20
8,5,4.516849978133144,1108,20
8,1,3.953675551510003,963,20
8,3,4.318890268442807,1094,20
8,0,4.32990942026116,964,20
9,0,3.629523836424231,964,20
9,4,3.7572751670090736,1110,20
9,1,3.6346584555591916,963,20
9,3,2.6931445822739843,1094,20
10,2,4.646363533177095,1095,20
10,1,2.8204028029568704,963,20
10,6,0.5318872572892764,673,20
10,3,2.913089303635505,1094,20
11,1,2.5433652971896668,963,20
11,6,0.8258449796843338,673,20
11,5,4.7465705980818615,1108,20
11,4,4.106724926736655,1110,20
12,4,2.6448059470679297,1110,20
12,6,0.3047398566983624,673,20
12,1,2.624844260468798,963,20
12,2,5.215227123748958,1095,20
13,5,4.133806262250485,1108,20
13,1,2.31653731399547,963,20
13,2,3.0125510658142254,1095,20
13,4,2.6922600069230014,1110,20
14,4,2.124662065404682,1110,20
14,1,3.1620490661981706,963,20
14,0,4.07458202077912,964,20
14,3,3.772241605653682,1094,20
15,4,3.0380403130925813,1110,20
15,0,3.5142463717510464,964,20
15,6,0.5534303625905933,673,20
15,5,4.010912139644712,1108,20
16,6,0.5209134859144835,673,20
16,2,4.172389492142065,1095,20
16,1,2.591103083618389,963,20
16,4,1.4306522570758613,1110,20
17,6,0.4257410420117147,673,20
17,4,1.844607089161942,1110,20
17,2,2.9996042574617405,1095,20
17,0,2.7196550838233557,964,20
18,6,0.5025539090977518,673,20
18,1,1.8419258909840328,963,20
18,3,3.833432619764445,1094,20
18,2,3.124910001560637,1095,20
19,2,1.4335623250686975,1095,20
19,0,2.257835814737055,964,20
19,4,2.7368924737889286,1110,20
19,1,2.0284190580459573,963,20
20,3,3.232739469757864,1094,20
20,4,2.0163013173596465,1110,20
20,0,2.6415417524460683,964,20
20,5,3.3278957473469575,1108,20
21,0,2.0778982164408184,964,20
21,3,2.250798736211797,1094,20
21,5,1.6850256669935226,1108,20
21,4,1.5424499235893783,1110,20
22,4,1.735429294083013,1110,20
22,1,2.932007509944386,963,20
22,0,1.9603521195889433,964,20
22,6,0.7857581284459499,673,20
23,3,2.616408230444827,1094,20
23,2,3.3683095218111707,1095,20
23,1,1.6923837981325383,963,20
23,4,2.029955112439151,1110,20
24,5,2.931029399383809,1108,20
24,2,1.5524328765496813,1095,20
24,4,2.1658750855792173,1110,20
24,0,2.224060144616667,964,20
25,2,2.8770768529172375,1095,20
25,0,2.0768862825717216,964,20
25,3,2.663435541133321,1094,20
25,1,2.0102477613636527,963,20
26,2,2.3380273922529864,1095,20
26,6,0.906306147620864,673,20
26,4,2.916433664597397,1110,20
26,5,2.8386612942943468,1108,20
27,5,2.6964817211199987,1108,20
27,0,2.4633499623085617,964,20
27,4,2.245853126030413,1110,20
27,3,3.7030634602122543,1094,20
28,6,0.6388008556510713,673,20
28,1,1.981979393716023,963,20
28,4,1.6174451075852883,1110,20
28,0,2.5974639184389674,964,20
29,0,2.4416217708144523,964,20
29,3,2.612144659536492,1094,20
29,4,2.071899284928336,1110,20
29,5,2.6342368376497536,1108,20
30,4,1.7841650787097563,1110,20
30,1,2.164885293610835,963,20
30,6,0.9857374775455724,673,20
30,5,2.629494174610806,1108,20
31,6,0.38994041306839383,673,20
31,2,3.723128485262559,1095,20
31,3,3.017901537523091,1094,20
31,0,2.014643232329298,964,20
32,4,2.7015102683249324,1110,20
32,5,2.7723495284612403,1108,20
32,1,1.7718468967673497,963,20
32,3,1.3450662344612083,1094,20
33,6,0.5511568435222003,673,20
33,3,2.5079055670748205,1094,20
33,0,1.5935247229827978,964,20
33,2,2.3118818174757245,1095,20
34,0,2.9132480561325247,964,20
34,2,1.6544868722014452,1095,20
34,3,1.9091407221881231,1094,20
34,5,2.576629221982192,1108,20
35,1,1.9250133679360275,963,20
35,6,0.5354910763236744,673,20
35,0,1.6922182672309123,964,20
35,4,2.8713326250055338,1110,20
36,5,2.4300841086676184,1108,20
36,3,2.4943130123786847,1094,20
36,6,0.48483644345023963,673,20
