round,cid,tau,a_i,a_eff,p_i,raw_update_norm,contribution_norm,amp_vs_fedavg
1,5,700,6910.000000000002,4347.874675562002,0.15812758669901528,4.187109608287057,0.4166016087546602,0.6292148589814763
1,4,700,6910.000000000002,4347.874675562002,0.1584130155558727,4.230341894818374,0.421662810968838,0.6292148589814763
1,3,385,3760.0000000000014,4347.874675562002,0.15612958470101326,3.1009841335661976,0.5598528857053029,1.1563496477558513
1,2,315,3060.0000000000014,4347.874675562002,0.156272299129442,2.8670831421260408,0.6366164840801911,1.420874076981046
1,6,66,570.0859504455718,4347.874675562002,0.09604681033252462,2.0191413985469766,1.4790619314880844,7.62670027592113
1,0,155,1460.0000072749747,4347.874675562002,0.13757670900528043,2.2427121987523977,0.9188457716494477,2.977996338285722
1,1,620,6110.000000000002,4347.874675562002,0.1374339945768517,3.739057383507011,0.3656723367962173,0.71159978323437
2,5,490,4810.000000000001,4941.041841561914,0.15812758669901528,3.232588173548692,0.5250872558277142,1.0272436261043478
2,3,700,6910.000000000002,4941.041841561914,0.15612958470101326,3.7303163991135406,0.416458142949697,0.7150567064489021
2,1,620,6110.000000000002,4941.041841561914,0.1374339945768517,3.627426656136057,0.4031532183134648,0.8086811524651248
2,0,124,1150.0001906837483,4941.041841561914,0.13757670900528043,1.8103710013668666,1.0701215750085875,4.296557410676733
2,6,220,2110.0000000077202,4941.041841561914,0.09604681033252462,0.29876344163297786,0.06719647272869711,2.3417259912530026
2,2,525,5160.000000000001,4941.041841561914,0.156272299129442,3.2916263834104877,0.4925625243390681,0.9575662483647119
2,4,700,6910.000000000002,4941.041841561914,0.1584130155558727,4.153901720888652,0.47053026468255793,0.7150567064489021
3,6,110,1010.0008335248422,3849.9917669852266,0.09604681033252462,0.41264406227648465,0.15107639585484728,3.8118698907890867
3,0,279,2700.0000000000164,3849.9917669852266,0.13757670900528043,2.3944339109544015,0.4697251432899957,1.4259228766611864
3,4,700,6910.000000000002,3849.9917669852266,0.1584130155558727,4.254498262767125,0.37550953172484075,0.5571623396505392
3,3,175,1660.0000008844675,3849.9917669852266,0.15612958470101326,2.09738982694636,0.7594795322053164,2.319272147550546
3,1,620,6110.000000000002,3849.9917669852266,0.1374339945768517,3.30566317901318,0.2862670486107943,0.6301132188191858
3,5,700,6910.000000000002,3849.9917669852266,0.15812758669901528,4.229188418749197,0.3726030714640074,0.5571623396505392
3,2,70,610.0563920873398,3849.9917669852266,0.156272299129442,1.5840962053703571,1.5622602190377477,6.310878497334122
4,6,198,1890.0000000783903,5487.4225774301085,0.09604681033252462,0.5216352184026847,0.14546431078797037,2.903398188996037
4,1,372,3630.000000000001,5487.4225774301085,0.1374339945768517,3.7251880637361503,0.7739344042786217,1.5116866604490653
4,0,465,4560.000000000002,5487.4225774301085,0.13757670900528043,3.0494032192698524,0.5048511315275419,1.2033821441732688
4,5,700,6910.000000000002,5487.4225774301085,0.15812758669901528,4.230859721092523,0.5312838658602662,0.7941277246642702
4,4,595,5860.000000000002,5487.4225774301085,0.1584130155558727,3.901767878925979,0.5787927469236784,0.9364202350563322
4,2,700,6910.000000000002,5487.4225774301085,0.156272299129442,3.4668345571629233,0.4302347417354994,0.7941277246642702
4,3,700,6910.000000000002,5487.4225774301085,0.15612958470101326,3.4376900015908376,0.42622829218445846,0.7941277246642702
5,0,124,1150.0001906837483,4111.1976208792685,0.13757670900528043,1.6868170397305016,0.8296278773268779,3.5749538601684057
