condition,cond_idx,seed,hostname,selected_round,macro_f1,balanced_accuracy,rare_avg_f1,f1_actinic,f1_basal,f1_benign_kerat,f1_dermato,f1_melanoma,f1_mel_nevi,f1_vascular
1. FedAvg + drop (Li §5.2 FA arm),0,42,gpu-q-29,1,0.1142857142857143,0.1423244913177799,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
1. FedAvg + drop (Li §5.2 FA arm),0,123,gpu-q-30,1,0.1166827561856979,0.14287748046137308,0.0,0.0,0.0,0.01762114537444934,0.0,0.0,0.7991581479254359,0.0
1. FedAvg + drop (Li §5.2 FA arm),0,456,gpu-q-76,1,0.02986403941946411,0.1423041537135497,0.0,0.0,0.0,0.19872379216043756,0.0,0.0,0.01032448377581121,0.0
2. FedProx μ=1.0 + γ-inexact ⭐,1,42,gpu-q-30,150,0.3911058202833725,0.4086772346657764,0.08781645569620254,0.5428571428571428,0.5247148288973384,0.5215419501133787,0.0,0.0759493670886076,0.8851774530271399,0.1875
2. FedProx μ=1.0 + γ-inexact ⭐,1,123,gpu-q-46,71,0.347892399410426,0.36455087414558324,0.0,0.4935064935064935,0.5347593582887701,0.5299539170506913,0.0,0.0,0.8770270270270271,0.0
2. FedProx μ=1.0 + γ-inexact ⭐,1,456,gpu-q-76,88,0.3570804838702308,0.39574026179243826,0.041996233521657246,0.45739910313901344,0.5333333333333333,0.5052631578947369,0.0,0.059322033898305086,0.8775790921595599,0.06666666666666667
3. FedProx μ=0.01 + γ-inexact (μ ablation),2,42,gpu-q-30,149,0.4929065162454817,0.5386914542254609,0.3424402211455022,0.4946236559139785,0.52,0.5537757437070938,0.12121212121212122,0.39182282793867124,0.8546255506607929,0.5142857142857142
3. FedProx μ=0.01 + γ-inexact (μ ablation),2,123,gpu-q-47,146,0.4879895207585459,0.503974466051641,0.30342631669240006,0.49079754601226994,0.5687203791469194,0.5555555555555556,0.06896551724137931,0.304,0.8905742145178764,0.5373134328358209
3. FedProx μ=0.01 + γ-inexact (μ ablation),2,456,gpu-q-77,147,0.4930315105161875,0.5356508149684406,0.3353866790486508,0.5060240963855421,0.5446428571428571,0.5366876310272537,0.15384615384615385,0.3380281690140845,0.8577059519117067,0.5142857142857142
